date_id,calendar_date,year,quarter,quarter_name,month,month_name,day,day_of_week,day_name,week_of_year,is_weekend,is_month_end
20240213,2024-02-13,2024,1,Q1 2024,2,February,13,2,Tuesday,7,False,False
20240214,2024-02-14,2024,1,Q1 2024,2,February,14,3,Wednesday,7,False,False
20240215,2024-02-15,2024,1,Q1 2024,2,February,15,4,Thursday,7,False,False
20240216,2024-02-16,2024,1,Q1 2024,2,February,16,5,Friday,7,False,False
20240217,2024-02-17,2024,1,Q1 2024,2,February,17,6,Saturday,7,True,False
20240218,2024-02-18,2024,1,Q1 2024,2,February,18,7,Sunday,7,True,False
20240219,2024-02-19,2024,1,Q1 2024,2,February,19,1,Monday,8,False,False
20240220,2024-02-20,2024,1,Q1 2024,2,February,20,2,Tuesday,8,False,False
20240221,2024-02-21,2024,1,Q1 2024,2,February,21,3,Wednesday,8,False,False
20240222,2024-02-22,2024,1,Q1 2024,2,February,22,4,Thursday,8,False,False
20240223,2024-02-23,2024,1,Q1 2024,2,February,23,5,Friday,8,False,False
20240224,2024-02-24,2024,1,Q1 2024,2,February,24,6,Saturday,8,True,False
20240225,2024-02-25,2024,1,Q1 2024,2,February,25,7,Sunday,8,True,False
20240226,2024-02-26,2024,1,Q1 2024,2,February,26,1,Monday,9,False,False
20240227,2024-02-27,2024,1,Q1 2024,2,February,27,2,Tuesday,9,False,False
20240228,2024-02-28,2024,1,Q1 2024,2,February,28,3,Wednesday,9,False,False
20240229,2024-02-29,2024,1,Q1 2024,2,February,29,4,Thursday,9,False,True
20240301,2024-03-01,2024,1,Q1 2024,3,March,1,5,Friday,9,False,False
20240302,2024-03-02,2024,1,Q1 2024,3,March,2,6,Saturday,9,True,False
20240303,2024-03-03,2024,1,Q1 2024,3,March,3,7,Sunday,9,True,False
20240304,2024-03-04,2024,1,Q1 2024,3,March,4,1,Monday,10,False,False
20240305,2024-03-05,2024,1,Q1 2024,3,March,5,2,Tuesday,10,False,False
20240306,2024-03-06,2024,1,Q1 2024,3,March,6,3,Wednesday,10,False,False
20240307,2024-03-07,2024,1,Q1 2024,3,March,7,4,Thursday,10,False,False
20240308,2024-03-08,2024,1,Q1 2024,3,March,8,5,Friday,10,False,False
20240309,2024-03-09,2024,1,Q1 2024,3,March,9,6,Saturday,10,True,False
20240310,2024-03-10,2024,1,Q1 2024,3,March,10,7,Sunday,10,True,False
20240311,2024-03-11,2024,1,Q1 2024,3,March,11,1,Monday,11,False,False
20240312,2024-03-12,2024,1,Q1 2024,3,March,12,2,Tuesday,11,False,False
20240313,2024-03-13,2024,1,Q1 2024,3,March,13,3,Wednesday,11,False,False
20240314,2024-03-14,2024,1,Q1 2024,3,March,14,4,Thursday,11,False,False
20240315,2024-03-15,2024,1,Q1 2024,3,March,15,5,Friday,11,False,False
20240316,2024-03-16,2024,1,Q1 2024,3,March,16,6,Saturday,11,True,False
20240317,2024-03-17,2024,1,Q1 2024,3,March,17,7,Sunday,11,True,False
20240318,2024-03-18,2024,1,Q1 2024,3,March,18,1,Monday,12,False,False
20240319,2024-03-19,2024,1,Q1 2024,3,March,19,2,Tuesday,12,False,False
20240320,2024-03-20,2024,1,Q1 2024,3,March,20,3,Wednesday,12,False,False
20240321,2024-03-21,2024,1,Q1 2024,3,March,21,4,Thursday,12,False,False
20240322,2024-03-22,2024,1,Q1 2024,3,March,22,5,Friday,12,False,False
20240323,2024-03-23,2024,1,Q1 2024,3,March,23,6,Saturday,12,True,False
20240324,2024-03-24,2024,1,Q1 2024,3,March,24,7,Sunday,12,True,False
20240325,2024-03-25,2024,1,Q1 2024,3,March,25,1,Monday,13,False,False
20240326,2024-03-26,2024,1,Q1 2024,3,March,26,2,Tuesday,13,False,False
20240327,2024-03-27,2024,1,Q1 2024,3,March,27,3,Wednesday,13,False,False
20240328,2024-03-28,2024,1,Q1 2024,3,March,28,4,Thursday,13,False,False
20240329,2024-03-29,2024,1,Q1 2024,3,March,29,5,Friday,13,False,False
20240330,2024-03-30,2024,1,Q1 2024,3,March,30,6,Saturday,13,True,False
20240331,2024-03-31,2024,1,Q1 2024,3,March,31,7,Sunday,13,True,True
20240401,2024-04-01,2024,2,Q2 2024,4,April,1,1,Monday,14,False,False
20240402,2024-04-02,2024,2,Q2 2024,4,April,2,2,Tuesday,14,False,False
20240403,2024-04-03,2024,2,Q2 2024,4,April,3,3,Wednesday,14,False,False
20240404,2024-04-04,2024,2,Q2 2024,4,April,4,4,Thursday,14,False,False
20240405,2024-04-05,2024,2,Q2 2024,4,April,5,5,Friday,14,False,False
20240406,2024-04-06,2024,2,Q2 2024,4,April,6,6,Saturday,14,True,False
20240407,2024-04-07,2024,2,Q2 2024,4,April,7,7,Sunday,14,True,False
20240408,2024-04-08,2024,2,Q2 2024,4,April,8,1,Monday,15,False,False
20240409,2024-04-09,2024,2,Q2 2024,4,April,9,2,Tuesday,15,False,False
20240410,2024-04-10,2024,2,Q2 2024,4,April,10,3,Wednesday,15,False,False
20240411,2024-04-11,2024,2,Q2 2024,4,April,11,4,Thursday,15,False,False
20240412,2024-04-12,2024,2,Q2 2024,4,April,12,5,Friday,15,False,False
20240413,2024-04-13,2024,2,Q2 2024,4,April,13,6,Saturday,15,True,False
20240414,2024-04-14,2024,2,Q2 2024,4,April,14,7,Sunday,15,True,False
20240415,2024-04-15,2024,2,Q2 2024,4,April,15,1,Monday,16,False,False
20240416,2024-04-16,2024,2,Q2 2024,4,April,16,2,Tuesday,16,False,False
20240417,2024-04-17,2024,2,Q2 2024,4,April,17,3,Wednesday,16,False,False
20240418,2024-04-18,2024,2,Q2 2024,4,April,18,4,Thursday,16,False,False
20240419,2024-04-19,2024,2,Q2 2024,4,April,19,5,Friday,16,False,False
20240420,2024-04-20,2024,2,Q2 2024,4,April,20,6,Saturday,16,True,False
20240421,2024-04-21,2024,2,Q2 2024,4,April,21,7,Sunday,16,True,False
20240422,2024-04-22,2024,2,Q2 2024,4,April,22,1,Monday,17,False,False
20240423,2024-04-23,2024,2,Q2 2024,4,April,23,2,Tuesday,17,False,False
20240424,2024-04-24,2024,2,Q2 2024,4,April,24,3,Wednesday,17,False,False
20240425,2024-04-25,2024,2,Q2 2024,4,April,25,4,Thursday,17,False,False
20240426,2024-04-26,2024,2,Q2 2024,4,April,26,5,Friday,17,False,False
20240427,2024-04-27,2024,2,Q2 2024,4,April,27,6,Saturday,17,True,False
20240428,2024-04-28,2024,2,Q2 2024,4,April,28,7,Sunday,17,True,False
20240429,2024-04-29,2024,2,Q2 2024,4,April,29,1,Monday,18,False,False
20240430,2024-04-30,2024,2,Q2 2024,4,April,30,2,Tuesday,18,False,True
20240501,2024-05-01,2024,2,Q2 2024,5,May,1,3,Wednesday,18,False,False
20240502,2024-05-02,2024,2,Q2 2024,5,May,2,4,Thursday,18,False,False
20240503,2024-05-03,2024,2,Q2 2024,5,May,3,5,Friday,18,False,False
20240504,2024-05-04,2024,2,Q2 2024,5,May,4,6,Saturday,18,True,False
20240505,2024-05-05,2024,2,Q2 2024,5,May,5,7,Sunday,18,True,False
20240506,2024-05-06,2024,2,Q2 2024,5,May,6,1,Monday,19,False,False
20240507,2024-05-07,2024,2,Q2 2024,5,May,7,2,Tuesday,19,False,False
20240508,2024-05-08,2024,2,Q2 2024,5,May,8,3,Wednesday,19,False,False
20240509,2024-05-09,2024,2,Q2 2024,5,May,9,4,Thursday,19,False,False
20240510,2024-05-10,2024,2,Q2 2024,5,May,10,5,Friday,19,False,False
20240511,2024-05-11,2024,2,Q2 2024,5,May,11,6,Saturday,19,True,False
20240512,2024-05-12,2024,2,Q2 2024,5,May,12,7,Sunday,19,True,False
20240513,2024-05-13,2024,2,Q2 2024,5,May,13,1,Monday,20,False,False
20240514,2024-05-14,2024,2,Q2 2024,5,May,14,2,Tuesday,20,False,False
20240515,2024-05-15,2024,2,Q2 2024,5,May,15,3,Wednesday,20,False,False
20240516,2024-05-16,2024,2,Q2 2024,5,May,16,4,Thursday,20,False,False
20240517,2024-05-17,2024,2,Q2 2024,5,May,17,5,Friday,20,False,False
20240518,2024-05-18,2024,2,Q2 2024,5,May,18,6,Saturday,20,True,False
20240519,2024-05-19,2024,2,Q2 2024,5,May,19,7,Sunday,20,True,False
20240520,2024-05-20,2024,2,Q2 2024,5,May,20,1,Monday,21,False,False
20240521,2024-05-21,2024,2,Q2 2024,5,May,21,2,Tuesday,21,False,False
20240522,2024-05-22,2024,2,Q2 2024,5,May,22,3,Wednesday,21,False,False
20240523,2024-05-23,2024,2,Q2 2024,5,May,23,4,Thursday,21,False,False
20240524,2024-05-24,2024,2,Q2 2024,5,May,24,5,Friday,21,False,False
20240525,2024-05-25,2024,2,Q2 2024,5,May,25,6,Saturday,21,True,False
20240526,2024-05-26,2024,2,Q2 2024,5,May,26,7,Sunday,21,True,False
20240527,2024-05-27,2024,2,Q2 2024,5,May,27,1,Monday,22,False,False
20240528,2024-05-28,2024,2,Q2 2024,5,May,28,2,Tuesday,22,False,False
20240529,2024-05-29,2024,2,Q2 2024,5,May,29,3,Wednesday,22,False,False
20240530,2024-05-30,2024,2,Q2 2024,5,May,30,4,Thursday,22,False,False
20240531,2024-05-31,2024,2,Q2 2024,5,May,31,5,Friday,22,False,True
20240601,2024-06-01,2024,2,Q2 2024,6,June,1,6,Saturday,22,True,False
20240602,2024-06-02,2024,2,Q2 2024,6,June,2,7,Sunday,22,True,False
20240603,2024-06-03,2024,2,Q2 2024,6,June,3,1,Monday,23,False,False
20240604,2024-06-04,2024,2,Q2 2024,6,June,4,2,Tuesday,23,False,False
20240605,2024-06-05,2024,2,Q2 2024,6,June,5,3,Wednesday,23,False,False
20240606,2024-06-06,2024,2,Q2 2024,6,June,6,4,Thursday,23,False,False
20240607,2024-06-07,2024,2,Q2 2024,6,June,7,5,Friday,23,False,False
20240608,2024-06-08,2024,2,Q2 2024,6,June,8,6,Saturday,23,True,False
20240609,2024-06-09,2024,2,Q2 2024,6,June,9,7,Sunday,23,True,False
20240610,2024-06-10,2024,2,Q2 2024,6,June,10,1,Monday,24,False,False
20240611,2024-06-11,2024,2,Q2 2024,6,June,11,2,Tuesday,24,False,False
20240612,2024-06-12,2024,2,Q2 2024,6,June,12,3,Wednesday,24,False,False
20240613,2024-06-13,2024,2,Q2 2024,6,June,13,4,Thursday,24,False,False
20240614,2024-06-14,2024,2,Q2 2024,6,June,14,5,Friday,24,False,False
20240615,2024-06-15,2024,2,Q2 2024,6,June,15,6,Saturday,24,True,False
20240616,2024-06-16,2024,2,Q2 2024,6,June,16,7,Sunday,24,True,False
20240617,2024-06-17,2024,2,Q2 2024,6,June,17,1,Monday,25,False,False
20240618,2024-06-18,2024,2,Q2 2024,6,June,18,2,Tuesday,25,False,False
20240619,2024-06-19,2024,2,Q2 2024,6,June,19,3,Wednesday,25,False,False
20240620,2024-06-20,2024,2,Q2 2024,6,June,20,4,Thursday,25,False,False
20240621,2024-06-21,2024,2,Q2 2024,6,June,21,5,Friday,25,False,False
20240622,2024-06-22,2024,2,Q2 2024,6,June,22,6,Saturday,25,True,False
20240623,2024-06-23,2024,2,Q2 2024,6,June,23,7,Sunday,25,True,False
20240624,2024-06-24,2024,2,Q2 2024,6,June,24,1,Monday,26,False,False
20240625,2024-06-25,2024,2,Q2 2024,6,June,25,2,Tuesday,26,False,False
20240626,2024-06-26,2024,2,Q2 2024,6,June,26,3,Wednesday,26,False,False
20240627,2024-06-27,2024,2,Q2 2024,6,June,27,4,Thursday,26,False,False
20240628,2024-06-28,2024,2,Q2 2024,6,June,28,5,Friday,26,False,False
20240629,2024-06-29,2024,2,Q2 2024,6,June,29,6,Saturday,26,True,False
20240630,2024-06-30,2024,2,Q2 2024,6,June,30,7,Sunday,26,True,True
20240701,2024-07-01,2024,3,Q3 2024,7,July,1,1,Monday,27,False,False
20240702,2024-07-02,2024,3,Q3 2024,7,July,2,2,Tuesday,27,False,False
20240703,2024-07-03,2024,3,Q3 2024,7,July,3,3,Wednesday,27,False,False
20240704,2024-07-04,2024,3,Q3 2024,7,July,4,4,Thursday,27,False,False
20240705,2024-07-05,2024,3,Q3 2024,7,July,5,5,Friday,27,False,False
20240706,2024-07-06,2024,3,Q3 2024,7,July,6,6,Saturday,27,True,False
20240707,2024-07-07,2024,3,Q3 2024,7,July,7,7,Sunday,27,True,False
20240708,2024-07-08,2024,3,Q3 2024,7,July,8,1,Monday,28,False,False
20240709,2024-07-09,2024,3,Q3 2024,7,July,9,2,Tuesday,28,False,False
20240710,2024-07-10,2024,3,Q3 2024,7,July,10,3,Wednesday,28,False,False
20240711,2024-07-11,2024,3,Q3 2024,7,July,11,4,Thursday,28,False,False
20240712,2024-07-12,2024,3,Q3 2024,7,July,12,5,Friday,28,False,False
20240713,2024-07-13,2024,3,Q3 2024,7,July,13,6,Saturday,28,True,False
20240714,2024-07-14,2024,3,Q3 2024,7,July,14,7,Sunday,28,True,False
20240715,2024-07-15,2024,3,Q3 2024,7,July,15,1,Monday,29,False,False
20240716,2024-07-16,2024,3,Q3 2024,7,July,16,2,Tuesday,29,False,False
20240717,2024-07-17,2024,3,Q3 2024,7,July,17,3,Wednesday,29,False,False
20240718,2024-07-18,2024,3,Q3 2024,7,July,18,4,Thursday,29,False,False
20240719,2024-07-19,2024,3,Q3 2024,7,July,19,5,Friday,29,False,False
20240720,2024-07-20,2024,3,Q3 2024,7,July,20,6,Saturday,29,True,False
20240721,2024-07-21,2024,3,Q3 2024,7,July,21,7,Sunday,29,True,False
20240722,2024-07-22,2024,3,Q3 2024,7,July,22,1,Monday,30,False,False
20240723,2024-07-23,2024,3,Q3 2024,7,July,23,2,Tuesday,30,False,False
20240724,2024-07-24,2024,3,Q3 2024,7,July,24,3,Wednesday,30,False,False
20240725,2024-07-25,2024,3,Q3 2024,7,July,25,4,Thursday,30,False,False
20240726,2024-07-26,2024,3,Q3 2024,7,July,26,5,Friday,30,False,False
20240727,2024-07-27,2024,3,Q3 2024,7,July,27,6,Saturday,30,True,False
20240728,2024-07-28,2024,3,Q3 2024,7,July,28,7,Sunday,30,True,False
20240729,2024-07-29,2024,3,Q3 2024,7,July,29,1,Monday,31,False,False
20240730,2024-07-30,2024,3,Q3 2024,7,July,30,2,Tuesday,31,False,False
20240731,2024-07-31,2024,3,Q3 2024,7,July,31,3,Wednesday,31,False,True
20240801,2024-08-01,2024,3,Q3 2024,8,August,1,4,Thursday,31,False,False
20240802,2024-08-02,2024,3,Q3 2024,8,August,2,5,Friday,31,False,False
20240803,2024-08-03,2024,3,Q3 2024,8,August,3,6,Saturday,31,True,False
20240804,2024-08-04,2024,3,Q3 2024,8,August,4,7,Sunday,31,True,False
20240805,2024-08-05,2024,3,Q3 2024,8,August,5,1,Monday,32,False,False
20240806,2024-08-06,2024,3,Q3 2024,8,August,6,2,Tuesday,32,False,False
20240807,2024-08-07,2024,3,Q3 2024,8,August,7,3,Wednesday,32,False,False
20240808,2024-08-08,2024,3,Q3 2024,8,August,8,4,Thursday,32,False,False
20240809,2024-08-09,2024,3,Q3 2024,8,August,9,5,Friday,32,False,False
20240810,2024-08-10,2024,3,Q3 2024,8,August,10,6,Saturday,32,True,False
20240811,2024-08-11,2024,3,Q3 2024,8,August,11,7,Sunday,32,True,False
20240812,2024-08-12,2024,3,Q3 2024,8,August,12,1,Monday,33,False,False
20240813,2024-08-13,2024,3,Q3 2024,8,August,13,2,Tuesday,33,False,False
20240814,2024-08-14,2024,3,Q3 2024,8,August,14,3,Wednesday,33,False,False
20240815,2024-08-15,2024,3,Q3 2024,8,August,15,4,Thursday,33,False,False
20240816,2024-08-16,2024,3,Q3 2024,8,August,16,5,Friday,33,False,False
20240817,2024-08-17,2024,3,Q3 2024,8,August,17,6,Saturday,33,True,False
20240818,2024-08-18,2024,3,Q3 2024,8,August,18,7,Sunday,33,True,False
20240819,2024-08-19,2024,3,Q3 2024,8,August,19,1,Monday,34,False,False
20240820,2024-08-20,2024,3,Q3 2024,8,August,20,2,Tuesday,34,False,False
20240821,2024-08-21,2024,3,Q3 2024,8,August,21,3,Wednesday,34,False,False
20240822,2024-08-22,2024,3,Q3 2024,8,August,22,4,Thursday,34,False,False
20240823,2024-08-23,2024,3,Q3 2024,8,August,23,5,Friday,34,False,False
20240824,2024-08-24,2024,3,Q3 2024,8,August,24,6,Saturday,34,True,False
20240825,2024-08-25,2024,3,Q3 2024,8,August,25,7,Sunday,34,True,False
20240826,2024-08-26,2024,3,Q3 2024,8,August,26,1,Monday,35,False,False
20240827,2024-08-27,2024,3,Q3 2024,8,August,27,2,Tuesday,35,False,False
20240828,2024-08-28,2024,3,Q3 2024,8,August,28,3,Wednesday,35,False,False
20240829,2024-08-29,2024,3,Q3 2024,8,August,29,4,Thursday,35,False,False
20240830,2024-08-30,2024,3,Q3 2024,8,August,30,5,Friday,35,False,False
20240831,2024-08-31,2024,3,Q3 2024,8,August,31,6,Saturday,35,True,True
20240901,2024-09-01,2024,3,Q3 2024,9,September,1,7,Sunday,35,True,False
20240902,2024-09-02,2024,3,Q3 2024,9,September,2,1,Monday,36,False,False
20240903,2024-09-03,2024,3,Q3 2024,9,September,3,2,Tuesday,36,False,False
20240904,2024-09-04,2024,3,Q3 2024,9,September,4,3,Wednesday,36,False,False
20240905,2024-09-05,2024,3,Q3 2024,9,September,5,4,Thursday,36,False,False
20240906,2024-09-06,2024,3,Q3 2024,9,September,6,5,Friday,36,False,False
20240907,2024-09-07,2024,3,Q3 2024,9,September,7,6,Saturday,36,True,False
20240908,2024-09-08,2024,3,Q3 2024,9,September,8,7,Sunday,36,True,False
20240909,2024-09-09,2024,3,Q3 2024,9,September,9,1,Monday,37,False,False
20240910,2024-09-10,2024,3,Q3 2024,9,September,10,2,Tuesday,37,False,False
20240911,2024-09-11,2024,3,Q3 2024,9,September,11,3,Wednesday,37,False,False
20240912,2024-09-12,2024,3,Q3 2024,9,September,12,4,Thursday,37,False,False
20240913,2024-09-13,2024,3,Q3 2024,9,September,13,5,Friday,37,False,False
20240914,2024-09-14,2024,3,Q3 2024,9,September,14,6,Saturday,37,True,False
20240915,2024-09-15,2024,3,Q3 2024,9,September,15,7,Sunday,37,True,False
20240916,2024-09-16,2024,3,Q3 2024,9,September,16,1,Monday,38,False,False
20240917,2024-09-17,2024,3,Q3 2024,9,September,17,2,Tuesday,38,False,False
20240918,2024-09-18,2024,3,Q3 2024,9,September,18,3,Wednesday,38,False,False
20240919,2024-09-19,2024,3,Q3 2024,9,September,19,4,Thursday,38,False,False
20240920,2024-09-20,2024,3,Q3 2024,9,September,20,5,Friday,38,False,False
20240921,2024-09-21,2024,3,Q3 2024,9,September,21,6,Saturday,38,True,False
20240922,2024-09-22,2024,3,Q3 2024,9,September,22,7,Sunday,38,True,False
20240923,2024-09-23,2024,3,Q3 2024,9,September,23,1,Monday,39,False,False
20240924,2024-09-24,2024,3,Q3 2024,9,September,24,2,Tuesday,39,False,False
20240925,2024-09-25,2024,3,Q3 2024,9,September,25,3,Wednesday,39,False,False
20240926,2024-09-26,2024,3,Q3 2024,9,September,26,4,Thursday,39,False,False
20240927,2024-09-27,2024,3,Q3 2024,9,September,27,5,Friday,39,False,False
20240928,2024-09-28,2024,3,Q3 2024,9,September,28,6,Saturday,39,True,False
20240929,2024-09-29,2024,3,Q3 2024,9,September,29,7,Sunday,39,True,False
20240930,2024-09-30,2024,3,Q3 2024,9,September,30,1,Monday,40,False,True
20241001,2024-10-01,2024,4,Q4 2024,10,October,1,2,Tuesday,40,False,False
20241002,2024-10-02,2024,4,Q4 2024,10,October,2,3,Wednesday,40,False,False
20241003,2024-10-03,2024,4,Q4 2024,10,October,3,4,Thursday,40,False,False
20241004,2024-10-04,2024,4,Q4 2024,10,October,4,5,Friday,40,False,False
20241005,2024-10-05,2024,4,Q4 2024,10,October,5,6,Saturday,40,True,False
20241006,2024-10-06,2024,4,Q4 2024,10,October,6,7,Sunday,40,True,False
20241007,2024-10-07,2024,4,Q4 2024,10,October,7,1,Monday,41,False,False
20241008,2024-10-08,2024,4,Q4 2024,10,October,8,2,Tuesday,41,False,False
20241009,2024-10-09,2024,4,Q4 2024,10,October,9,3,Wednesday,41,False,False
20241010,2024-10-10,2024,4,Q4 2024,10,October,10,4,Thursday,41,False,False
20241011,2024-10-11,2024,4,Q4 2024,10,October,11,5,Friday,41,False,False
20241012,2024-10-12,2024,4,Q4 2024,10,October,12,6,Saturday,41,True,False
20241013,2024-10-13,2024,4,Q4 2024,10,October,13,7,Sunday,41,True,False
20241014,2024-10-14,2024,4,Q4 2024,10,October,14,1,Monday,42,False,False
20241015,2024-10-15,2024,4,Q4 2024,10,October,15,2,Tuesday,42,False,False
20241016,2024-10-16,2024,4,Q4 2024,10,October,16,3,Wednesday,42,False,False
20241017,2024-10-17,2024,4,Q4 2024,10,October,17,4,Thursday,42,False,False
20241018,2024-10-18,2024,4,Q4 2024,10,October,18,5,Friday,42,False,False
20241019,2024-10-19,2024,4,Q4 2024,10,October,19,6,Saturday,42,True,False
20241020,2024-10-20,2024,4,Q4 2024,10,October,20,7,Sunday,42,True,False
20241021,2024-10-21,2024,4,Q4 2024,10,October,21,1,Monday,43,False,False
20241022,2024-10-22,2024,4,Q4 2024,10,October,22,2,Tuesday,43,False,False
20241023,2024-10-23,2024,4,Q4 2024,10,October,23,3,Wednesday,43,False,False
20241024,2024-10-24,2024,4,Q4 2024,10,October,24,4,Thursday,43,False,False
20241025,2024-10-25,2024,4,Q4 2024,10,October,25,5,Friday,43,False,False
20241026,2024-10-26,2024,4,Q4 2024,10,October,26,6,Saturday,43,True,False
20241027,2024-10-27,2024,4,Q4 2024,10,October,27,7,Sunday,43,True,False
20241028,2024-10-28,2024,4,Q4 2024,10,October,28,1,Monday,44,False,False
20241029,2024-10-29,2024,4,Q4 2024,10,October,29,2,Tuesday,44,False,False
20241030,2024-10-30,2024,4,Q4 2024,10,October,30,3,Wednesday,44,False,False
20241031,2024-10-31,2024,4,Q4 2024,10,October,31,4,Thursday,44,False,True
20241101,2024-11-01,2024,4,Q4 2024,11,November,1,5,Friday,44,False,False
20241102,2024-11-02,2024,4,Q4 2024,11,November,2,6,Saturday,44,True,False
20241103,2024-11-03,2024,4,Q4 2024,11,November,3,7,Sunday,44,True,False
20241104,2024-11-04,2024,4,Q4 2024,11,November,4,1,Monday,45,False,False
20241105,2024-11-05,2024,4,Q4 2024,11,November,5,2,Tuesday,45,False,False
20241106,2024-11-06,2024,4,Q4 2024,11,November,6,3,Wednesday,45,False,False
20241107,2024-11-07,2024,4,Q4 2024,11,November,7,4,Thursday,45,False,False
20241108,2024-11-08,2024,4,Q4 2024,11,November,8,5,Friday,45,False,False
20241109,2024-11-09,2024,4,Q4 2024,11,November,9,6,Saturday,45,True,False
20241110,2024-11-10,2024,4,Q4 2024,11,November,10,7,Sunday,45,True,False
20241111,2024-11-11,2024,4,Q4 2024,11,November,11,1,Monday,46,False,False
20241112,2024-11-12,2024,4,Q4 2024,11,November,12,2,Tuesday,46,False,False
20241113,2024-11-13,2024,4,Q4 2024,11,November,13,3,Wednesday,46,False,False
20241114,2024-11-14,2024,4,Q4 2024,11,November,14,4,Thursday,46,False,False
20241115,2024-11-15,2024,4,Q4 2024,11,November,15,5,Friday,46,False,False
20241116,2024-11-16,2024,4,Q4 2024,11,November,16,6,Saturday,46,True,False
20241117,2024-11-17,2024,4,Q4 2024,11,November,17,7,Sunday,46,True,False
20241118,2024-11-18,2024,4,Q4 2024,11,November,18,1,Monday,47,False,False
20241119,2024-11-19,2024,4,Q4 2024,11,November,19,2,Tuesday,47,False,False
20241120,2024-11-20,2024,4,Q4 2024,11,November,20,3,Wednesday,47,False,False
20241121,2024-11-21,2024,4,Q4 2024,11,November,21,4,Thursday,47,False,False
20241122,2024-11-22,2024,4,Q4 2024,11,November,22,5,Friday,47,False,False
20241123,2024-11-23,2024,4,Q4 2024,11,November,23,6,Saturday,47,True,False
20241124,2024-11-24,2024,4,Q4 2024,11,November,24,7,Sunday,47,True,False
20241125,2024-11-25,2024,4,Q4 2024,11,November,25,1,Monday,48,False,False
